Contact Developer,Verfified by developer,Investment (USD Million),Developersorted ascending,Developersorted ascendingDeveloper Category,Planned COD,Unnamed: 1,Developer Category,Project Status,State,Project Name,source
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Bio-Gas Plant at Humcha Gram Panchayat,biogas
Contact,--,0.04,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Bio-Gas Plant at Balehosuru Gram Panchayat,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Kunchenahalli,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Hoonali,biogas
Contact,--,0.02,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Under Construction,Karnataka,Community Bio-Gas Plant at Inchala Gram Panchayat,biogas
Contact,--,0.04,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Yalatti,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Under Construction,Karnataka,Community Bio-Gas Plant at K.Nidugane Gram Panchayat,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Under Construction,Karnataka,Community Bio-Gas Plant at Inapura Gram Panchayat,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Maleyur,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community biogas plant at Ramchandrapura,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at sonda,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Bedaganur,biogas
Contact,--,0.03,Rural Drinking Water and Sanitation Department,Rural Drinking Water and Sanitation DepartmentPSU,--,,PSU,Permitting,Karnataka,Community Biogas plant at Sunnaddakoppa,biogas
Contact,--,3.32,S. R. BIO FUELS,S. R. BIO FUELSPrivate,--,,Private,Permitting,Uttar Pradesh,S.R. BIO FUELS,biogas
Contact,--,4.27,S3 Fuel Pvt Ltd,S3 Fuel Pvt LtdPrivate,--,,Private,Permitting,Maharashtra,CBG Talegaon,biogas
Contact,--,4.27,S3 Fuel Pvt Ltd,S3 Fuel Pvt LtdPrivate,--,,Private,Permitting,Madhya Pradesh,CBG Khajuraho,biogas
Contact,--,1.78,SAAD AGRO ENERGY & ALLIED INDUSTRIES,SAAD AGRO ENERGY & ALLIED INDUSTRIESPrivate,--,,Private,Permitting,Maharashtra,SAAD AGRO ENERGY & ALLIED INDUSTRIES,biogas
Contact,--,14.22,SAM HOUSING AND INFRA PRIVATE LIMITED,SAM HOUSING AND INFRA PRIVATE LIMITEDPrivate,--,,Private,Permitting,Andhra Pradesh,SAM HOUSING AND INFRA PRIVATE LIMITED,biogas
Contact,--,2.96,SAMBHAJI TARDE BIO ENERGY,SAMBHAJI TARDE BIO ENERGYPrivate,--,,Private,Permitting,Maharashtra,SAMBHAJI TARDE BIO ENERGY,biogas
Contact,--,7.11,SAMRIDH BIO ENERGY & ORGANICS,SAMRIDH BIO ENERGY & ORGANICSPrivate,--,,Private,Under Construction,Uttar Pradesh,Samridh Bio Energy and Organics,biogas
Contact,--,1.78,SANGMESHWAR CLEANFUELS PRIVATE LIMITED,SANGMESHWAR CLEANFUELS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Rajasthan,SANGMESHWAR CLEANFUELS PRIVATE LIMITED,biogas
Contact,--,474.07,SANKAR GREEN,SANKAR GREENPrivate,--,,Private,Permitting,Tamil Nadu,Compressed Bio Gas (CBG),biogas
Contact,--,2.96,SARDAR SENDRIYA FERTILIZER,SARDAR SENDRIYA FERTILIZERPrivate,--,,Private,Permitting,Gujarat,SARDAR SENDRIYA FERTILIZER,biogas
Contact,--,0.01,SBM-G Bastar,SBM-G BastarPSU,--,,PSU,Permitting,Chhattisgarh,Biogas Plant GP Bhond,biogas
Contact,--,0.03,SBMG,SBMGPrivate,--,,Private,Under Construction,Haryana,Gobardhan SBMG,biogas
Contact,--,0.01,SBMG JANJGIR,SBMG JANJGIRPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT SARKHON (NAWAGARH),biogas
Contact,--,0.01,SBMG JANJGIR,SBMG JANJGIRPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT JARVE CHA(BALODA),biogas
Contact,--,0.01,SBMG JANJGIR,SBMG JANJGIRPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT AFRID(BAMHANIDIH),biogas
Contact,--,0.01,SBMG SAKTI,SBMG SAKTIPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT CHIKHALI (MLK),biogas
Contact,--,0.01,SBMG SAKTI,SBMG SAKTIPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT SAKRELIKALA (SAKTI),biogas
Contact,--,0.01,SBMG SAKTI,SBMG SAKTIPSU,--,,PSU,Permitting,Chhattisgarh,BIOGAS PLANT AMAKONI (JAIJAIPUR),biogas
Contact,--,1.42,SCHENGEN BIOFUELS LLP,SCHENGEN BIOFUELS LLPPrivate,--,,Private,Permitting,Rajasthan,SCHENGEN BIOFUELS LLP,biogas
Contact,--,1.78,SHAMISHA ENERGIES PRIVATE LIMITED,SHAMISHA ENERGIES PRIVATE LIMITEDPrivate,--,,Private,Permitting,Uttar Pradesh,SHAMISHA ENERGIES PRIVATE LIMITED,biogas
Contact,--,5.93,SHANVISRI DEVELOPMENT PRIVATE LIMITED,SHANVISRI DEVELOPMENT PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Bihar,SHANVISRI DEVELOPMENT PRIVATE LIMITED,biogas
Contact,--,2.96,SHARP RENEWAL ENERGY PRIVATE LIMITED,SHARP RENEWAL ENERGY PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Haryana,SHARP RENEWAL ENERGY PRIVATE LIMITED,biogas
Contact,--,1.42,SHARV BIO CNG PVT LTD,SHARV BIO CNG PVT LTDPrivate,--,,Private,Permitting,Madhya Pradesh,SHARV BIO CNG PVT LTD,biogas
Contact,--,2.67,SHIV BIO GAS PRIVATE LIMITED,SHIV BIO GAS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Gujarat,SHIV BIO GAS PRIVATE LIMITED,biogas
Contact,--,2.37,SHIVANERI BUSINESS PRIVATE LIMITED,SHIVANERI BUSINESS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Maharashtra,SHIVANERI BIO ENERGY,biogas
Contact,--,0.06,SHREE BALAJI GAUSALA SAMITI SALASAR SUJANGHAR,SHREE BALAJI GAUSALA SAMITI SALASAR SUJANGHARPrivate,--,,Private,Under Construction,Rajasthan,SHREE BALAJI GAUSALA SAMITI SALASAR,biogas
Contact,--,2.37,SHREE CHEMICAL AND ETHANOL INDIA LTD,SHREE CHEMICAL AND ETHANOL INDIA LTDPrivate,--,,Private,Permitting,Uttar Pradesh,SHREE CHEM CBG,biogas
Contact,--,5.93,SHREE GANESH ENGINEERING WORKS,SHREE GANESH ENGINEERING WORKSPrivate,--,,Private,Permitting,Gujarat,SHREE GANESH BIO ENERGY,biogas
Contact,--,1.19,SHREE HOT SPOT INDUSTRIES,SHREE HOT SPOT INDUSTRIESPrivate,--,,Private,Under Construction,Karnataka,SHREE HOT SPOT INDUSTRIES,biogas
Contact,--,2.96,SHREE JEE BIO ENERGY,SHREE JEE BIO ENERGYPrivate,--,,Private,Under Construction,Uttarakhand,5 tons per Compressed Biogas Project based on sugarcane pressmud and cow dung,biogas
Contact,--,1.48,SHREE RADHEY Shyam ENERGY,SHREE RADHEY Shyam ENERGYPrivate,--,,Private,Permitting,Uttar Pradesh,BIO CBG and ORGANIC FERTIlIZER PLANT,biogas
Contact,--,1.78,SHREE SAWANGIYA CLEANFUELS PRIVATE LIMITED,SHREE SAWANGIYA CLEANFUELS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Rajasthan,SHREE SAWANGIYA CLEANFUELS PRIVATE LIMITED,biogas
Contact,--,2.96,SHREE SHATAKSHI BIO-TECH PRIVATE LIMITED,SHREE SHATAKSHI BIO-TECH PRIVATE LIMITEDPrivate,--,,Private,Permitting,Uttar Pradesh,"5 TPD CBG & Bio-Fertilizer Plant in Village Butrada, Tehsil Shamli, District Shamli of UP",biogas
Contact,--,5.93,"SHREE SIDDHESHWAR SAHAKARI SAKHAR KARKHANA LTD., KUMTHE SOLAPUR","SHREE SIDDHESHWAR SAHAKARI SAKHAR KARKHANA LTD., KUMTHE SOLAPURPrivate",--,,Private,Permitting,Maharashtra,SHREE SIDDHESHWAR SAHAKARI SAKHAR KARKHANA LTD KUMATHE SOLAPUR,biogas
Contact,--,9481.48,SHYAAMG RENEWABLE ENERGY PRIVATE LIMITED,SHYAAMG RENEWABLE ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Haryana,SHYAAMG RENEWABLE ENERGY PRIVATE LIMITED,biogas
Contact,--,1.48,SIDDHASIRI SOUHARDA SAHAKARI SANGHA NIYAMIT,SIDDHASIRI SOUHARDA SAHAKARI SANGHA NIYAMITPrivate,--,,Private,Under Construction,Karnataka,Siddhasiri EGSB CBG,biogas
Contact,--,3.7,SKYLARK HATCHERIES PRIVATE LIMITED,SKYLARK HATCHERIES PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Chhattisgarh,Surholi bio-Gas,biogas
Contact,--,5.93,SOLHILLS RENEWABLE ENERGY PVT LTD,SOLHILLS RENEWABLE ENERGY PVT LTDPrivate,--,,Private,Under Construction,Maharashtra,PUNE CBG PLANT,biogas
Contact,--,1.19,SONAM GILL,SONAM GILLPrivate,--,,Private,Permitting,Rajasthan,SONAM GILL,biogas
Contact,--,2.96,SPRINGBOK ENERGY PRIVATE LIMITED,SPRINGBOK ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Maharashtra,SPRINGBOK ENERGY BIO CNG PLANT,biogas
Contact,--,1.42,SPS GREEN ENERGY,SPS GREEN ENERGYPrivate,--,,Private,Permitting,Uttar Pradesh,SPS GREEN ENERGY,biogas
Contact,--,237.04,SRI SAI BIO ORGANICS,SRI SAI BIO ORGANICSPrivate,--,,Private,Permitting,Karnataka,SRI SAI BIO ORGANICS,biogas
Contact,--,14.22,SRI SURAAS INDUSTRIES LIMITED,SRI SURAAS INDUSTRIES LIMITEDPrivate,--,,Private,Permitting,Maharashtra,SRI SURAAS INDUSTRIES LIMITED,biogas
Contact,--,8.89,SRISHAILA BIO INDUSTRIES LLP,SRISHAILA BIO INDUSTRIES LLPPrivate,--,,Private,Under Construction,Karnataka,Srishaila Bio Industries LLP,biogas
Contact,--,3.56,SRSBIOX RENEWABLE LLP,SRSBIOX RENEWABLE LLPPrivate,--,,Private,Permitting,Uttar Pradesh,SRSBIOX RENEWABLE LLP,biogas
Contact,--,0.74,STAR INDIA FIELDS PRIVATE LIMITED,STAR INDIA FIELDS PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Haryana,STAR INDIA FIELD BIO GAS PLANT,biogas
Contact,--,5.93,SUBHAM BIO CNG PRIVATE LIMITED,SUBHAM BIO CNG PRIVATE LIMITEDPrivate,--,,Private,Permitting,Odisha,SUBHAM BIO CNG PRIVATE LIMITED,biogas
Contact,--,1.78,SUCCESS INDIA BIO FUEL PRIVATE LIMITED,SUCCESS INDIA BIO FUEL PRIVATE LIMITEDPrivate,--,,Private,Under Construction,Rajasthan,SUCCESS INDIA BIO FUEL PRIVATE LIMITED,biogas
Contact,--,3.56,SUKHDEEP COMPRESSED BIOGAS PVT. LTD.,SUKHDEEP COMPRESSED BIOGAS PVT. LTD.Private,--,,Private,Permitting,Uttar Pradesh,SUKHDEEP COMPRESSED BIOGAS PRIVATE LIMITED,biogas
Contact,--,1.42,SUNIAINA BIOFUELS & BIO ENERGY PVT LTD,SUNIAINA BIOFUELS & BIO ENERGY PVT LTDPrivate,--,,Private,Permitting,Uttar Pradesh,SUNAINA BIOFUELS & BIO ENERGY PVT LTD,biogas
Contact,--,0.67,SURABHI GAVYA KENDRA,SURABHI GAVYA KENDRAPrivate,--,,Private,Permitting,Karnataka,Surabhi gavya kendra,biogas
Contact,--,14.22,SURYASTONE ENTERPRISES PRIVATE LIMITED,SURYASTONE ENTERPRISES PRIVATE LIMITEDPrivate,--,,Private,Permitting,Maharashtra,SURYASTONE ENTERPRISES PRIVATE LIMITED,biogas
Contact,--,1.19,Sainik Renewable Energy LLP,Sainik Renewable Energy LLPPrivate,--,,Private,Permitting,Uttar Pradesh,Sainik CBG Plant,biogas
Contact,--,0.59,Sakthi cow supplier,Sakthi cow supplierPrivate,--,,Private,Permitting,Tamil Nadu,Sakthicbg,biogas
Contact,--,0.74,Salama,SalamaPrivate,--,,Private,Permitting,Uttar Pradesh,Salma,biogas
Contact,--,59.26,Salem Municipal Corporation,Salem Municipal CorporationPSU,--,,PSU,Permitting,Tamil Nadu,BioCNG plantChettichavadi,biogas
Contact,--,0.59,San thom estate,San thom estatePrivate,--,,Private,Permitting,Karnataka,San thom estate,biogas
Contact,--,2.96,Sandhu Cng llp,Sandhu Cng llpPrivate,--,,Private,Permitting,Punjab,Sandhu Cng llp,biogas
Contact,--,1.78,Sandhu Group,Sandhu GroupPrivate,--,,Private,Under Construction,Punjab,SG Energies,biogas
Contact,--,0.89,Sanjay Kadubal Kardile,Sanjay Kadubal KardilePrivate,--,,Private,Under Construction,Maharashtra,Sanjay Kadubal kardile,biogas
Contact,--,7.63,Satish Sugars Limited,Satish Sugars LimitedPrivate,--,,Private,Under Construction,Karnataka,Satish Sugars Limited,biogas
Contact,--,3.56,Sayonam Green Energia,Sayonam Green EnergiaPrivate,--,,Private,Under Construction,Gujarat,6 TPD CBG Plant at Vyara,biogas
Contact,--,17.78,Seerat.pvt.ltd,Seerat.pvt.ltdPrivate,--,,Private,Permitting,Haryana,Seerat Bio CBG/CNG Plant,biogas
Contact,--,3.56,Sevozone Energies and Fertilizers Pvt Ltd,Sevozone Energies and Fertilizers Pvt LtdPrivate,--,,Private,Under Construction,Uttar Pradesh,6 TPD Compressed Biogas and Bio Fertilizer Plant,biogas
Contact,--,5.93,Sevozone Energies and Fertilizers Pvt Ltd,Sevozone Energies and Fertilizers Pvt LtdPrivate,--,,Private,Permitting,Uttar Pradesh,10 TPD CBG and Bio-Fertilizer Plant,biogas
Contact,--,2.96,Shakayna Biotech Pvt Ltd,Shakayna Biotech Pvt LtdPrivate,--,,Private,Permitting,Maharashtra,SHAKAYNA BIOTECH PVT LTD,biogas
Contact,--,1.19,Shakumbharadevi Green Energy and Fertilizers Private Limited,Shakumbharadevi Green Energy and Fertilizers Private LimitedPrivate,--,,Private,Under Construction,Maharashtra,Shakumbharadevi CBG Plant,biogas
Contact,--,3.56,Sharma Green Industries Private Limited,Sharma Green Industries Private LimitedPrivate,--,,Private,Under Construction,Rajasthan,Sharma Green Industries,biogas
Contact,--,2.96,Shivarda Bio Gas Pvt. Ltd,Shivarda Bio Gas Pvt. LtdPrivate,--,,Private,Permitting,Uttar Pradesh,SHIVARDA BIO GAS,biogas
Contact,--,3.56,Shivneri Green Energy World Private Limited,Shivneri Green Energy World Private LimitedPrivate,--,,Private,Permitting,Maharashtra,Shivneri Green Energy World Private Limited,biogas
Contact,--,1.48,Shivsahanya Biofuels Private Limited,Shivsahanya Biofuels Private LimitedPrivate,--,,Private,Permitting,Rajasthan,SHIVSHANAYA BIOFUELS PRIVATE LIMITED,biogas
Contact,--,0.24,Shiyankhik Agro Trading Private Limited,Shiyankhik Agro Trading Private LimitedPrivate,--,,Private,Permitting,Chhattisgarh,Shiyankhik Agro,biogas
Contact,--,5.93,Shobhit Green Energy LLP,Shobhit Green Energy LLPPrivate,--,,Private,Under Construction,Uttar Pradesh,Shobhit Green Energy LLP,biogas
Contact,--,1.19,Shree ASP Bio Products,Shree ASP Bio ProductsPrivate,--,,Private,Permitting,Uttar Pradesh,Shree ASP CBG Plant,biogas
Contact,--,1.19,Shree Vyankatesh Biofuel and Bioenergy Sources,Shree Vyankatesh Biofuel and Bioenergy SourcesPrivate,--,,Private,Permitting,Maharashtra,Shree Vyankatesh CBG Plant,biogas
Contact,--,1.48,Shri Chetan Das Bio Energy,Shri Chetan Das Bio EnergyPrivate,--,,Private,Permitting,Haryana,BIO CBG and ORGANIC FERTIlIZER PLANT,biogas
Contact,--,1.48,Shri Sattva Urjaa Industries,Shri Sattva Urjaa IndustriesPrivate,--,,Private,Permitting,Gujarat,Shri Sattva Urjaa Industries,biogas
Contact,--,--,Shriji Global Infra,Shriji Global InfraPrivate,--,,Private,Permitting,Madhya Pradesh,,biogas
Contact,--,0.01,Shyam gobar gas,Shyam gobar gasPrivate,--,,Private,Permitting,Uttar Pradesh,Shyam gobar gas,biogas
Contact,--,0.15,SiyaTechnocrates,SiyaTechnocratesPrivate,--,,Private,Under Construction,Uttar Pradesh,SiyaTech,biogas
Contact,--,3.32,Spark Bio Gas Private Limited,Spark Bio Gas Private LimitedPrivate,--,,Private,Under Construction,Tamil Nadu,Sholinganallur I,biogas
Contact,--,3.32,Spark Bio Gas Private Limited,Spark Bio Gas Private LimitedPrivate,--,,Private,Under Construction,Tamil Nadu,Madhavaram II,biogas
Contact,--,5.93,Sravanthi Agromart,Sravanthi AgromartPrivate,--,,Private,Permitting,Andhra Pradesh,Bhairava BioAbilites,biogas
Contact,--,0.3,Sri ram Shakti k.s.s.s.ltd,Sri ram Shakti k.s.s.s.ltdPrivate,--,,Private,Permitting,Bihar,PRANJAL GREEN ENEARGY,biogas
Contact,--,1.48,Standard Auxiliary Private Limited,Standard Auxiliary Private LimitedPrivate,--,,Private,Permitting,Rajasthan,50 TPD Biogas Plant Deshnoke,biogas
Contact,--,--,Suman bio gas plant Rampur,Suman bio gas plant RampurPrivate,--,,Private,Permitting,Uttar Pradesh,Suman bio gas plant Rampur,biogas
Contact,--,7.11,Sun-Shine CBG-CNG Pvt. Ltd.,Sun-Shine CBG-CNG Pvt. Ltd.Private,--,,Private,Permitting,Maharashtra,Sun-Shine CBG-CNG Pvt. Ltd.,biogas
Contact,--,0.59,Sunrays Composts,Sunrays CompostsPrivate,--,,Private,Under Construction,Karnataka,Sunrays Composts,biogas
Contact,--,5.93,Superb Hygenic Disposals (I) Private Limited,Superb Hygenic Disposals (I) Private LimitedPrivate,--,,Private,Under Construction,Maharashtra,30 TPD Bio CNG Plant at Chandrapur,biogas
Contact,--,3.56,Superior Agro Ventures Pvt. Ltd.,Superior Agro Ventures Pvt. Ltd.Private,--,,Private,Permitting,Uttar Pradesh,6 TPD CBG & Bio-Fertilizer Plant,biogas
Contact,--,1.78,Surya bio fuels,Surya bio fuelsPrivate,,,Private,Permitting,Andhra Pradesh,Surya Biofuels,biogas
Contact,--,17.78,SusBDe LOC Nagpur Private Limited,SusBDe LOC Nagpur Private LimitedPrivate,--,,Private,Permitting,Maharashtra,1000 +/20% Municipal Solid Waste (Nagpur Municipal Corporation) to Compressed Biogas Project at Bh,biogas
Contact,--,2.96,Swami Constructions,Swami ConstructionsPrivate,--,,Private,Permitting,Chhattisgarh,SWAMI CONSTRUCTIONS,biogas
Contact,--,7.11,Swaraj Green Power & Fuel Ltd.,Swaraj Green Power & Fuel Ltd.Private,--,,Private,Permitting,Maharashtra,Swaraj,biogas
Contact,--,5.93,Swastik Kumar Patel,Swastik Kumar PatelPrivate,--,,Private,Under Construction,Odisha,M/S Swastik Kumar Patel,biogas
Contact,--,17.78,Synergy Biorefineries Private Limited,Synergy Biorefineries Private LimitedPrivate,--,,Private,Under Construction,Andhra Pradesh,Synergy Biorefineries Private Limited,biogas
Contact,--,8.06,Synergy Teletech Private Limited,Synergy Teletech Private LimitedPrivate,--,,Private,Permitting,Uttar Pradesh,SYNERGY SAHARANPUR CBG PLANT,biogas
Contact,--,2.96,T.R. Mega Foods and Beverages LLP,T.R. Mega Foods and Beverages LLPPrivate,--,,Private,Permitting,Punjab,T.R. Mega Foods and Beverages LLP,biogas
Contact,--,1.78,TCH,TCHPrivate,--,,Private,Permitting,Uttar Pradesh,broi,biogas
Contact,--,7.11,TEJAS ECO ENERGY PRIVATE LIMITED,TEJAS ECO ENERGY PRIVATE LIMITEDPrivate,--,,Private,Permitting,Telangana,TEJAS ECO ENERGY PRIVATE LIMITED,biogas
Contact,--,5.95,THIND CBG PRIVATE LIMITED,THIND CBG PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,M/s THIND CBG PRIVATE LIMITED,biogas
Contact,--,73.66,Thane Municipal Corporation,Thane Municipal CorporationPSU,--,,PSU,Under Construction,Maharashtra,Waste to Energy plant at Daighar,biogas
Contact,--,11.85,Thanjavur City Municipal Corporation,Thanjavur City Municipal CorporationPSU,--,,PSU,Permitting,Tamil Nadu,BioCNG plant Pradhamasimhapuram,biogas
Contact,--,5.93,TheGreenBillions Limited,TheGreenBillions LimitedPrivate,--,,Private,Permitting,Maharashtra,TheGreenBillions Limited,biogas
Contact,--,2.9,Thind Bio Gas Pvt. Ltd.,Thind Bio Gas Pvt. Ltd.Private,--,,Private,Permitting,Punjab,Thind Bio Gas Pvt. Ltd.,biogas
Contact,--,5.93,Thind Bio Renewables Pvt. Ltd.,Thind Bio Renewables Pvt. Ltd.Private,--,,Private,Permitting,Punjab,Thind Bio Renewables Pvt. Ltd.,biogas
Contact,--,5.93,Thind Green Energy Pvt. Ltd.,Thind Green Energy Pvt. Ltd.Private,--,,Private,Permitting,Punjab,Thind Green Energy Pvt. Ltd.,biogas
Contact,--,59.26,Tiruchirappalli Corporation,Tiruchirappalli CorporationPSU,--,,PSU,Permitting,Tamil Nadu,100 MTBio CNG plant Ariyamangalam,biogas
Contact,--,0.89,Tirunelveli City Municipal Corporation,Tirunelveli City Municipal CorporationPSU,--,,PSU,Permitting,Tamil Nadu,Bio CNG plant at Ramayanpatti,biogas
Contact,--,2.37,Titanis Energy India Private Limited,Titanis Energy India Private LimitedPrivate,--,,Private,Permitting,Gujarat,Titanis Energy India Pvt Ltd,biogas
Contact,--,2.96,Transtech Green Energy Private Limited,Transtech Green Energy Private LimitedPrivate,--,,Private,Permitting,Rajasthan,Transtech Green Energy Private Limited,biogas
Contact,--,2.96,Transtech Punjab CBG LLP,Transtech Punjab CBG LLPPrivate,--,,Private,Under Construction,Haryana,Transtech Punjab CBG LLP,biogas
Contact,--,7.41,Triveni Engineering & Industries Limited,Triveni Engineering & Industries LimitedPrivate,--,,Private,Permitting,Uttar Pradesh,CBG Plant Muzaffarnagar,biogas
Contact,--,1.19,URU BIOGAS AND FERTILIZER PRIVATE LIMITED,URU BIOGAS AND FERTILIZER PRIVATE LIMITEDPrivate,--,,Private,Permitting,Punjab,URU BIOGAS AND FERTILIZER PRIVATE LIMITED,biogas
Contact,--,0.01,Udyami kishan welfare foundation,Udyami kishan welfare foundationPrivate,--,,Private,Permitting,Bihar,Cdp gas,biogas
Contact,--,3.56,Unity Industries Private Limited,Unity Industries Private LimitedPrivate,--,,Private,Permitting,Chhattisgarh,Unity Industries Private Limited,biogas
Contact,--,1.78,Utkarsh Bio-Pulse,Utkarsh Bio-PulsePrivate,--,,Private,Under Construction,Bihar,Utkarsh Bio-Pulse,biogas
Contact,--,--,Utpal Traders,Utpal TradersPrivate,--,,Private,Permitting,Gujarat,Cultivator,biogas
Contact,--,8.89,VADODARA MUNICIPAL CORPORATION,VADODARA MUNICIPAL CORPORATIONPSU,--,,PSU,Under Construction,Gujarat,Organic Municipal Solid Waste (MSW) from Vadodara Municipal corporation (VMC) for Compressed Bio-gas,biogas
